apt_id,rank_id
492122,"804355,800683,812800,609860,806285,403068,587837,587838,811516,652411,48672,451358,506865,506864,873526,836961,747125,653269,44047,55816,855712,838736,653746,70786,866893,745155,751981,64484,64483,61810,780510,810000,860921,822281,847753,462728,552576,458622,400355,785517,821477,745164,798356,897320,70267,829877,678874,808936,871168,715047,694367,829491,676759,823135,818037,817983,752238,817968,818275,774376,817995,896237,793333,62334,832418,766601,886259,799007,779615,761844,869944,751101,779137,252706,895092,730844,829196,871033,860125,901921,892722,843125,901844,900139,894844,661899,403290,763546,63414,844080,855699,869861,773302,838638,829962,765792,757605,820217,800661,838883,838786,895300,845359,774001,902179,862966,802364,887423,574988,882272,808995,884522,742664,831493,770590,375581,897294,879576,843360,863914,858527,858529,858528,865501,857442,877093,865502,857443,883283,901653,898070,706654,851475,847360,479459,765525,715050,714220,802773,838474,753114,838468,838467,43645,785330,793863,756316,890188,866899,827140,751179,809434,744093,745474,809430,743413,755545,860116,788955,822550,60380,863058,758731,841932,793352,800535,819499,800673,771924,834234,825164,771934,795210,71999,840989,757712,47487,522421,523799,834217,880203,817705,889242,833248,835261,842976,568593,826210,793447,846623,574961,794804,876266,803896,825344,859212,903165,838741,776905,575000,833277,846822,830762,885661,804963,840324,871873,766617,847747,820121,793816,797436,822505,805492,898068,841097,67884,579187,810039,676664,892727,873516,859077,759853,799367,755390,774857,841981,864019,835141,810680,878538,765017,859131,574987,574985,574986,837441,860150,860149,414123,806159,475554,605344,712629,627941,68254,836041,847411,790211,808253,691969,732381,818148,715401,674064,859232,526750,49327,691573,887424,73266,855701,73618,66432,737421,792941,805041,623128,70266,562614,791229,34826,34825,34820,34827,395109,396452,547999,869732,595358,863109,864030,614994,884527,888808,873633,708233,38204,889421,544270,73289,894458,908363,908364,847727,806242,69878,792851,840721,582563,711559,596782,859341,908865,824030,841098,840633,754277,697916,892656,824037,30301,908244,773375,30923,841289,30334,30302,58087,792811,895091,755195,792809,30299,43098,875835,792815,792816,512158,887405,800665,752235,906529,866803,884014,792853,876216,792810,268204,884031,701032,534081,30303,800108,651541,24058,696816,744206,651542,68785,68786,71720,794244,887463,773092,39488,39487,73662,30300,873608,843274,887351,876237,841369,870861,896094,837457,877344,909547,728041,895093,888550,787378,52468,458396,795324,857472,818826,892404,737072,756720,831715,904752,792798,799953,907147,846856,845689,578384,577455,39812,41795,899351,903521,909349,851487,828726,889265,828762,873869,808494,34833,629881,743932,611705,855683,908332,899354,899332,462657,869875,815757,901407,821722,57979,833986,56704,56705,416378,800682,369895,369894,802600,559451,909455,857043,889352,821308,887479,749743,792927,815204,861741,855703,813865,559440,561788,658390,72215,72216,900151,71577,52727,749137,252693,57624,764622,66124,66123"
802773,"838474,714220,765525,892722,751981,843125,820121,818275,765792,808936,838467,765017,799007,858529,831493,779615,773302,838883,694367,901844,795210,800535,779137,838741,834234,883283,819499,771924,800661,43645,574961,757605,800673,835141,841981,574985,715047,898068,753114,838468,832418,841097,715050,900139,858528,574987,375581,846822,759853,865501,865502,818037,793447,761844,838786,863914,763546,712629,605344,842976,574988,676759,575000,877093,756316,771934,829962,894844,790211,895092,862966,70267,757712,825164,808253,627941,71999,797436,860921,799367,843360,882272,805492,901653,817995,830762,857443,846623,885661,794804,878538,806159,880203,844080,860125,845359,523799,774857,833248,858527,835261,857472,773375,829196,522421,863058,876216,818148,676664,887405,866803,809430,884014,899332,574986,834217,73662,871168,847727,41795,870861,773092,901921,792851,824030,896094,479459,875835,795324,859341,802600,851475,732381,899351,691573,752235,743932,58087,876237,73266,43098,841098,475554,820217,414123,906529,896237,841289,697916,756720,846856,836041,728041,895091,909349,706654,837457,908363,908364,792809,791229,806242,30303,833986,792810,792853,864030,792811,55816,908332,34820,526750,30302,817983,840633,821308,887351,787378,34833,825344,629881,909547,715401,841932,34825,34826,34827,785330,754277,805041,873869,826210,774376,855683,859212,841369,821722,562614,869875,907147,737072,416378,582563,901407,70786,845689,840989,817968,833277,609860,812800,57979,66432,749137,808494,512158,873608,823135,611705,873633,691969,815757,804355,678874,887479,749743,829877,38204,909455,800682,871033,808995,403068,774001,855712,492122,69878,711559,39812,888550,892404,792941,804963,889265,458396,829491,873526,821477,48672,828762,60380,506864,506865,752238,798356,828726,776905,810039,63414,400355,596782,831715,818826,892656,68786,68785,708233,800108,899354,824037,903521,792816,792815,895093,861741,755195,623128,653269,887423,578384,780510,403290,871873,815204,857043,843274,56705,56704,889352,653746,369894,369895,859232,52727,894458,855703,904752,793863,764622,547999,49327,30301,30334,908865,30299,70266,887424,73618,800665,744206,884031,851487,884527,810000,577455,534081,651541,745164,696816,840721,552576,866893,701032,30300,792927,268204,451358,855701,799953,792798,863109,674064,73289,71577,813865,869944,879576,462657,544270,889242,559451,822281,887463,595358,561788,770590,458622,900151,252693,651542,559440,395109,396452,847411,908244,71720,30923,877344,24058,614994,744093,39487,39488,52468,869732,568593,793333,755545,886259,751179,658390,579187,57624,888808,873516,895300,838638,889421,742664,745474,902179,788955,252706,857442,745155,794244,72216,72215,743413,847753,809434,661899,859131,836961,751101,884522,766601,800683,864019,747125,897294,876266,860149,860150,827140,730844,838736,837441,847360,866899,766617,890188,892727,793816,793352,47487,903165,822550,860116,869861,61810,840324,803896,758731,810680,898070,859077,62334,897320,802364,817705,847747,822505,855699,785517,755390,811516,68254,462728,67884,806285,652411,64483,64484,66124,66123,737421,587838,587837,44047"
860150,"860149,766601,890188,847360,47487,793816,866899,838638,859131,897294,903165,873516,809434,252706,884522,788955,745474,751179,886259,857442,755545,730844,579187,770590,744093,879576,804963,840324,847411,859077,822550,833277,793333,871873,876266,61810,793863,829877,889242,802364,829491,803896,776905,864019,837441,860116,751101,808995,823135,838736,743413,859212,774001,785330,810680,810039,841932,896237,825344,836961,810000,851475,809430,871168,766617,836041,475554,414123,774376,833248,822281,902179,844080,858527,706654,847753,755390,901921,829196,757712,897320,805492,820217,877093,832418,806159,70786,885661,845359,758731,835141,522421,797436,846623,878538,523799,827140,793352,892727,793447,895092,857443,817968,900139,375581,765792,901844,858529,843125,578384,892722,838883,817983,761844,742664,855699,889265,574961,882272,892656,838741,574985,851487,799007,574987,826210,574988,863914,808253,865501,865502,575000,799367,808936,62334,694367,831493,773302,701032,696816,831715,30300,904752,843360,30334,68786,68785,895093,30301,765017,30299,779137,756316,268204,651541,838786,70267,884031,899354,903521,779615,840989,715050,824037,792816,792815,838468,862966,753114,817705,883283,901407,842976,869875,676759,841981,818037,71999,757605,858528,898068,479459,841097,712629,605344,846822,790211,800535,908865,834234,819499,771924,774857,732381,800673,43645,715047,765525,829962,889352,752238,771934,512158,714220,847747,888808,817995,800661,764622,900151,822505,802773,658390,907147,369894,369895,838474,901653,825164,595358,860125,889421,818275,887479,759853,818826,820121,799953,792798,71720,838467,887463,840721,582563,869732,52468,800108,794804,794244,24058,30923,627941,880203,884527,49327,908244,800665,73618,737072,744206,863109,39488,39487,651542,887424,534081,877344,72215,72216,841289,755195,795210,71577,623128,43098,458396,708233,728041,908363,908364,894844,752235,908332,792853,749743,68254,860921,843274,67884,830762,896094,805041,813865,462728,763546,56704,56705,895091,792811,611705,73289,859232,884014,792809,795324,751981,252693,785517,792810,835261,544270,847727,863058,857043,887405,834217,899332,899351,66432,73662,559440,873633,70266,691969,577455,894458,574986,562614,30302,69878,773375,41795,676664,792851,749137,824030,855683,875835,815204,30303,34833,857472,34825,34826,34827,34820,52727,526750,754277,791229,864030,818148,58087,674064,887351,873608,873869,869861,828762,898070,870861,855703,841369,828726,773092,559451,841098,743932,691573,821722,808494,697916,416378,55816,909455,909349,821308,596782,866803,859341,629881,861741,876216,906529,711559,547999,837457,909547,792927,587838,587837,800682,840633,756720,787378,800683,876237,802600,888550,806242,395109,396452,715401,792941,845689,811516,833986,846856,73266,57624,57979,812800,38204,462657,804355,561788,609860,403068,815757,492122,895300,678874,653746,855712,661899,39812,506865,506864,614994,855701,892404,458622,745164,780510,747125,821477,887423,871033,400355,552576,745155,403290,873526,48672,568593,451358,653269,869944,60380,798356,63414,866893,806285,652411,64484,64483,737421,66124,66123,44047"
833986,"876237,859341,837457,846856,743932,773375,697916,875835,802600,73266,876216,819499,771924,860921,800673,834234,800535,787378,829962,771934,800661,825164,824030,757605,605344,712629,846822,858528,860125,883283,857472,759853,894844,795210,792851,808936,841981,756316,773302,627941,779137,818148,694367,830762,862966,884014,779615,676759,794804,715047,863058,765017,835261,863914,901653,774857,71999,865501,865502,838467,574988,808253,575000,63414,763546,821308,870861,842976,847727,841098,834217,838741,678874,756720,761844,880203,838474,714220,802773,751981,831493,887405,799007,798356,60380,838786,400355,43645,752235,820121,892722,843125,901844,790211,818275,765525,840633,838883,845689,676664,906529,841097,858529,58087,909349,898068,765792,780510,38204,896094,653269,48672,375581,878538,821722,773092,587837,587838,506864,506865,873526,895091,799367,715050,838468,753114,832418,846623,843360,403290,887423,792810,55816,757712,795324,895092,835141,574986,522421,818037,877093,899351,792809,793447,523799,882272,821477,806242,826210,829196,475554,414123,70267,706654,885661,792811,732381,691969,526750,674064,859232,691573,797436,41795,737421,806285,574961,900139,574987,574985,899332,855712,805492,841369,820217,844080,845359,715401,847747,858527,792853,817995,833248,866803,806159,804355,857443,812800,901921,800683,810039,609860,73662,70786,652411,847411,836041,864030,873869,871033,30303,56704,56705,403068,749137,492122,887351,908363,908364,871168,791229,840989,34820,479459,829491,552576,809430,754277,629881,805041,34833,793352,458622,30302,841289,766617,887479,896237,34825,34827,34826,745164,728041,43098,851475,785330,822281,568593,841932,847753,864019,861741,785517,837441,894458,822505,804963,766601,908332,451358,860150,860149,758731,889242,909547,751101,817983,562614,859212,833277,859131,890188,512158,47487,869944,866899,859077,847360,829877,803896,67884,579187,855703,810680,825344,857043,817968,808995,745155,908865,755195,838638,776905,774376,873516,774001,817705,810000,66432,855683,840324,749743,462728,907147,838736,788955,57979,889352,793816,71577,822550,903165,876266,886259,52727,871873,860116,909455,823135,793863,879576,770590,252706,70266,582563,61810,800108,873633,813865,252693,802364,902179,857442,889265,742664,752238,884522,737072,559440,897294,869861,458396,892727,827140,730844,836961,416378,544270,755545,751179,744093,577455,68254,62334,843274,369894,369895,792816,815204,745474,809434,793333,884527,824037,44047,792815,892656,747125,701032,268204,895300,708233,69878,623128,873608,534081,73618,559451,661899,903521,831715,897320,855699,696816,49327,743413,863109,887424,800665,595358,900151,744206,73289,877344,711559,30301,840721,30299,887463,30300,851487,800682,30923,895093,68786,68785,764622,908244,653746,24058,658390,811516,611705,792941,651541,30334,651542,884031,71720,899354,898070,888808,547999,818826,828726,792927,52468,792798,889421,596782,799953,578384,869875,396452,395109,901407,904752,869732,462657,828762,755390,39487,39488,57624,64483,64484,808494,892404,72215,72216,888550,855701,794244,614994,866893,561788,815757,39812,66123,66124"
857443,"877093,900139,858527,844080,805492,833248,793447,895092,757712,829196,885661,523799,843360,882272,809430,574961,761844,871168,797436,832418,858529,574985,846623,522421,901844,806159,765792,835141,574987,843125,892722,808253,838883,818037,845359,901921,715050,841097,838468,799007,753114,838741,878538,865502,865501,375581,863914,694367,706654,836041,799367,414123,475554,43645,898068,831493,817995,756316,851475,70267,71999,765525,714220,825344,808936,785330,883283,779615,802773,818275,838474,773302,820121,765017,838786,820217,779137,859212,800661,676759,800535,841981,834234,858528,819499,771924,800673,757605,841932,862966,826210,574988,838467,575000,715047,774857,833277,795210,829877,751981,774376,804963,896237,808995,771934,829962,846822,774001,810039,605344,712629,759853,825164,776905,842976,732381,817983,847727,795324,790211,901653,884014,43098,896094,823135,841289,860921,627941,894844,479459,728041,794804,840989,763546,887405,830762,860125,817968,880203,829491,899332,34820,791229,864030,70786,30303,30302,73662,841098,793863,871873,58087,870861,41795,773092,34833,908364,908363,857472,792853,773375,895091,34827,34825,34826,875835,770590,866803,792811,810000,863058,889242,792809,835261,821308,792810,855683,879576,582563,822281,512158,818148,744093,886259,847411,824030,792851,834217,857442,755545,873516,869875,751179,840633,876216,793333,838638,901407,756720,676664,909547,754277,899351,574986,745474,526750,252706,805041,859341,908332,887479,737072,873869,579187,752235,743932,802600,809434,821722,884522,788955,416378,752238,887351,691969,697916,907147,749743,611705,889265,876237,841369,897294,749137,909349,837457,906529,691573,743413,793816,859131,831715,73266,838736,836961,833986,903165,708233,629881,846856,859232,847360,623128,755195,815204,55816,66432,843274,806242,866899,890188,52727,751101,904752,715401,873633,876266,69878,30301,30334,30299,860149,860150,578384,857043,787378,824037,884031,651541,792815,792816,68786,68785,30300,742664,701032,895093,696816,903521,458396,899354,851487,268204,534081,47487,873608,902179,562614,860116,766601,892656,900151,674064,812800,864019,863109,828762,847753,894458,889352,861741,828726,651542,369895,369894,818826,840324,908244,764622,30923,595358,808494,24058,71720,909455,855703,877344,845689,61810,837441,799953,792798,887424,800665,744206,39488,39487,49327,884527,73618,52468,869732,827140,596782,658390,758731,859077,793352,711559,57979,800682,908865,892727,840721,800108,888808,766617,730844,609860,889421,559440,802364,544270,804355,73289,813865,252693,792941,855712,887463,678874,888550,547999,810680,871033,794244,71577,38204,56705,56704,48672,822550,873526,492122,403068,70266,577455,792927,462657,803896,800683,72216,72215,506864,506865,395109,396452,559451,897320,821477,815757,60380,798356,653746,63414,400355,552576,745164,451358,653269,57624,887423,403290,869944,780510,892404,39812,458622,869861,895300,568593,822505,561788,817705,855701,62334,898070,847747,785517,745155,866893,661899,614994,855699,747125,68254,755390,462728,811516,67884,806285,652411,64484,64483,737421,66123,66124,587838,587837,44047"
817705,"898070,62334,802364,755390,892727,827140,822550,742664,897294,903165,793816,809434,743413,884522,68254,745474,252706,730844,751179,755545,793333,744093,857442,886259,838638,897320,793352,770590,873516,879576,869861,859077,793863,902179,871873,847747,788955,847360,822505,47487,840324,860116,61810,866899,752238,823135,890188,810039,837441,776905,774001,864019,836961,808995,838736,859131,766601,785330,876266,847411,860149,860150,829877,804963,579187,829491,706654,840989,833277,901921,859212,836041,841932,889242,825344,785517,414123,810680,462728,871168,475554,523799,844080,833248,809430,522421,829196,817968,846623,858527,479459,806159,878538,810000,855699,803896,757712,774376,843360,851475,766617,797436,895092,761844,885661,857443,901844,793447,751101,818037,832418,843125,71999,841097,898068,845359,877093,847753,805492,715050,892722,900139,820217,838468,753114,838883,817983,765792,808253,694367,574961,765525,43645,838741,835141,858529,817995,714220,820121,799007,818275,896237,802773,838474,574985,756316,865501,865502,779615,831493,70786,574987,882272,863914,375581,758731,808936,773302,774857,779137,800661,757605,838786,799367,846822,862966,676759,795210,765017,575000,800535,574988,834234,838467,822281,841981,800673,819499,771924,883283,759853,858528,829962,842976,894844,712629,605344,771934,732381,596782,830762,715047,826210,825164,790211,799953,792798,860125,887463,840721,880203,696816,268204,30300,30334,70267,701032,651541,30301,863058,30299,69878,884031,763546,859232,792927,627941,851487,751981,904752,574986,582563,578384,835261,831715,658390,691969,834217,901653,818148,908332,676664,794804,901407,860921,869875,794244,614994,855701,67884,395109,396452,900151,752235,526750,749743,547999,841369,889265,728041,811516,841289,30923,888808,24058,39488,39487,43098,52468,892656,869732,512158,73662,674064,908244,68785,68786,877344,889421,895093,691573,873608,651542,71720,800108,818826,896094,808494,57624,824037,737072,907147,792815,792816,903521,773092,815757,887405,828726,899354,863109,41795,795324,595358,899332,866803,884014,55816,847727,828762,870861,611705,72216,72215,534081,887351,843274,857472,773375,876216,755195,909455,908363,908364,805041,800682,623128,889352,56704,56705,887479,369895,369894,906529,792809,792810,792811,792853,764622,462657,895091,899351,875835,792851,824030,587837,587838,708233,743932,855683,34826,34827,34825,697916,909547,800683,840633,30302,792941,887424,711559,908865,34833,892404,66432,49327,73618,800665,888550,749137,30303,873633,744206,34820,562614,39812,70266,791229,884527,864030,577455,458396,715401,756720,787378,857043,841098,815204,845689,52727,58087,861741,876237,859341,559451,754277,806242,73266,813865,544270,73289,71577,629881,252693,561788,559440,821308,846856,873869,837457,895300,909349,57979,802600,661899,894458,609860,866893,833986,821722,812800,804355,653746,38204,416378,855703,492122,745155,403068,568593,678874,747125,451358,869944,458622,552576,745164,873526,48672,506865,506864,855712,871033,60380,821477,400355,63414,798356,653269,887423,403290,780510,806285,652411,64484,64483,737421,66123,66124,44047"
838638,"873516,252706,886259,788955,857442,770590,879576,730844,884522,793863,897294,804963,793816,871873,829877,809434,751179,776905,755545,903165,774001,745474,744093,833277,793333,808995,785330,838736,823135,859212,876266,841932,840324,766601,579187,859131,836961,743413,825344,860116,829491,889242,871168,810000,61810,836041,860149,860150,802364,822550,774376,810039,847360,866899,809430,901921,706654,890188,833248,851475,844080,902179,858527,414123,475554,47487,847411,751101,829196,817968,806159,523799,757712,864019,522421,805492,793447,896237,822281,885661,846623,845359,877093,895092,878538,832418,859077,837441,797436,857443,803896,817983,835141,840989,847753,70786,578384,820217,761844,900139,901844,765792,858529,882272,766617,742664,838883,843125,810680,375581,892722,574961,851487,30334,799007,574985,838741,889265,30301,808253,831493,884031,30299,904752,843360,479459,831715,799367,897320,574987,865501,865502,268204,30300,694367,651541,696816,863914,701032,818037,827140,70267,575000,574988,756316,808936,715050,779615,838468,753114,826210,773302,892727,838786,817995,841097,765017,752238,71999,512158,779137,898068,676759,901407,755390,900151,862966,869875,595358,582563,863109,43645,883283,846822,757605,841981,887479,892656,758731,30923,755195,651542,623128,765525,800661,24058,858528,908244,715047,820121,818275,840721,658390,728041,714220,877344,62334,52468,749743,774857,841289,800535,71720,793352,834234,869732,771924,819499,800673,802773,838474,759853,534081,39488,39487,887463,708233,842976,843274,792798,799953,855699,43098,68786,68785,895093,712629,605344,824037,792815,792816,903521,908332,790211,829962,611705,771934,732381,899354,857043,888808,901653,889421,838467,752235,825164,817705,794244,860125,795324,795210,627941,880203,896094,72216,72215,794804,889352,908865,369894,369895,847727,73662,69878,764622,815204,855683,805041,34825,34827,34826,52727,907147,884014,751981,887405,899332,860921,894844,800108,34833,859232,763546,30302,887424,800665,73618,49327,737072,818826,830762,908363,908364,863058,749137,34820,828726,884527,744206,71577,792853,828762,841369,835261,41795,30303,458396,834217,58087,792811,791229,864030,895091,56705,56704,773375,857472,691969,813865,544270,792810,559440,792809,73289,847747,252693,861741,822505,773092,841098,676664,66432,818148,899351,875835,574986,894458,870861,873633,866803,824030,674064,70266,792851,596782,577455,754277,821308,68254,562614,909547,887351,526750,840633,873608,743932,855703,876216,697916,873869,785517,547999,898070,559451,859341,756720,821722,462728,691573,416378,906529,909455,808494,802600,792927,55816,837457,909349,587838,587837,629881,876237,869861,711559,396452,395109,800682,67884,787378,73266,800683,806242,833986,846856,715401,792941,888550,845689,57624,653746,57979,812800,462657,609860,895300,804355,38204,855712,561788,492122,678874,403068,552576,745164,815757,451358,869944,855701,48672,458622,873526,568593,871033,614994,661899,506865,506864,821477,811516,892404,60380,745155,798356,39812,400355,63414,866893,653269,887423,403290,780510,747125,806285,652411,64483,64484,737421,66124,66123,44047"
34827,"34826,34825,34820,864030,791229,34833,841289,728041,43098,30302,30303,805041,73662,795324,896094,899332,855683,58087,908364,908363,792853,841098,754277,847727,792811,887405,909547,792809,873869,792810,41795,884014,895091,749137,821308,821722,773092,582563,755195,899351,708233,623128,908332,909349,866803,857472,749743,857043,512158,756720,870861,889265,887351,52727,887479,863109,840633,841369,66432,806242,843274,792851,595358,562614,70267,752235,773375,611705,824030,815204,802600,534081,873633,859341,861741,836041,73266,875835,901921,629881,268204,906529,844080,833248,810039,701032,894458,806159,876216,696816,858527,831715,797436,876237,522421,907147,414123,523799,829196,805492,475554,832418,706654,757712,895092,30301,885661,793447,835141,837457,846623,871168,30300,851487,877093,30299,375581,855703,737072,30923,809430,416378,24058,888808,908865,785330,30334,651541,743932,877344,846856,458396,765792,908244,651542,857443,878538,884527,900139,697916,884031,869875,69878,889421,574961,833986,901407,73618,845359,882272,900151,574985,574987,869732,71720,49327,70786,887424,838883,544270,799007,855712,892722,901844,843125,462728,858529,818037,479459,838741,38204,658390,843360,761844,810000,547999,71577,838786,575000,826210,799367,70266,817995,574988,52468,578384,859212,889352,751981,792816,892656,753114,838468,715050,824037,779615,808936,840721,887463,831493,773302,792815,694367,860921,820217,833277,904752,792798,903521,808253,862966,799953,829877,898068,252693,828726,765017,808995,779137,804963,863914,787378,676759,73289,813865,451358,865501,865502,838736,883283,800665,841932,745164,757605,369894,369895,39487,39488,841097,396452,395109,901653,847411,825344,776905,822281,818275,559440,756316,506865,506864,841981,765525,800108,715047,895093,846822,774001,68786,68785,43645,820121,714220,802773,838474,794804,552576,61810,744206,851475,71999,821477,873526,834234,800535,800673,858528,840989,819499,771924,829962,838638,800661,829491,774376,828762,48672,836961,771934,873516,842976,909455,840324,712629,605344,596782,458622,896237,873608,838467,869944,790211,577455,825164,792941,759853,899354,871873,860125,903165,793816,876266,879576,764622,795210,817983,770590,745155,788955,823135,774857,895300,886259,711559,845689,732381,793863,860116,252706,72215,72216,747125,627941,653746,894844,830762,792927,884522,897294,653269,763546,802364,818826,857442,889242,462657,730844,817968,400355,794244,798356,793333,897320,880203,56705,56704,751179,755545,744093,871033,568593,766601,809434,745474,835261,780510,863058,860150,860149,60380,855701,661899,47487,859131,559451,57979,834217,57624,55816,751101,890188,847360,859077,785517,678874,803896,67884,44047,822550,866899,847753,758731,800682,579187,818148,810680,63414,676664,793352,743413,892727,827140,742664,902179,62334,752238,614994,887423,864019,837441,766617,403290,68254,822505,847747,817705,574986,806285,808494,691969,587837,587838,800683,691573,526750,737421,674064,859232,888550,804355,609860,812800,715401,892404,492122,866893,403068,869861,898070,652411,755390,855699,64483,64484,561788,811516,815757,39812,66124,66123"
451358,"745164,855712,745155,552576,458622,869944,821477,895300,873526,48672,747125,568593,506864,506865,653269,871033,400355,798356,661899,780510,60380,34825,34827,34826,864030,841369,805041,63414,512158,34820,791229,678874,701032,73266,268204,795324,841098,896094,38204,58087,773092,887405,863109,755195,696816,857472,887479,752235,841289,894458,403290,847727,623128,887423,595358,30303,73662,756720,728041,870861,861741,884014,34833,30302,749137,899332,708233,857043,43098,792851,895091,30300,866803,876216,30301,52727,906529,843274,653746,888808,41795,30299,792810,821308,30923,889265,824030,806285,534081,792853,582563,792811,792809,651541,802600,855701,24058,908332,877344,876237,909547,773375,804355,831715,851487,840721,30334,69878,846856,749743,887463,821722,806242,889421,899351,840633,909349,800683,908363,908364,875835,792798,609860,887351,900151,859341,908865,884031,908244,799953,815204,658390,71720,743932,651542,697916,70266,866893,833986,754277,837457,812800,884527,810000,562614,492122,61810,547999,64483,64484,787378,836961,873869,869732,855683,897320,395109,396452,838736,462728,73618,544270,52468,587837,587838,49327,614994,845689,66432,70267,889352,44047,887424,792816,824037,855703,800108,751981,876266,879576,857442,802364,792815,596782,403068,897294,56705,56704,884522,823135,886259,730844,71577,770590,793863,252706,755545,751179,744093,871873,822550,252693,629881,860116,743413,745474,809434,811516,903165,776905,840324,860921,785330,774001,838638,793333,479459,808995,892656,792927,742664,813865,873633,903521,829877,901921,892727,809430,793816,871168,827140,810039,39488,39487,904752,55816,62334,522421,825344,873516,369894,369895,833277,559440,806159,818037,859212,523799,858527,898070,841932,785517,805492,788955,822281,833248,895092,844080,829196,70786,797436,817968,847753,800665,843360,577455,652411,804963,836041,715050,838468,753114,857443,475554,73289,885661,840989,902179,68254,907147,838883,752238,877093,900139,818275,706654,765525,462657,774376,892722,843125,901844,414123,909455,793447,755390,43645,817705,878538,458396,761844,838786,858529,898068,799007,765792,737072,841097,838474,802773,714220,792941,863914,838741,694367,835141,846623,832418,817983,757712,865501,865502,808936,574961,808253,779615,779137,375581,838467,883283,574985,574987,756316,578384,800661,71999,831493,817995,851475,774857,820121,757605,773302,858528,841981,834234,800673,800535,795210,819499,771924,895093,676759,894844,744206,68786,68785,873608,882272,765017,830762,574988,611705,862966,829962,860125,845359,712629,605344,771934,869861,846822,825164,575000,47487,766601,793352,890188,896237,829491,751101,855699,715047,57624,860149,860150,901653,828726,866899,847360,859077,803896,842976,794804,818826,758731,826210,766617,67884,889242,574986,847747,822505,763546,579187,864019,847411,859131,759853,810680,837441,863058,711559,835261,627941,799367,899354,834217,57979,820217,880203,559451,818148,676664,764622,691969,72216,72215,674064,892404,526750,790211,859232,732381,691573,737421,800682,794244,828762,715401,416378,901407,869875,808494,888550,561788,815757,39812,66123,66124"
676664,"835261,834217,863058,860125,825164,830762,894844,818148,771934,829962,587837,587838,787378,55816,763546,697916,574986,880203,846822,858528,605344,712629,627941,862966,860921,757605,842976,743932,575000,574988,841981,800673,691573,819499,771924,609860,834234,759853,779137,800535,795210,838467,715047,883283,845689,790211,676759,773302,837457,765017,800661,804355,57979,779615,678874,794804,846856,403068,38204,492122,808936,901653,792851,824030,875835,906529,375581,833986,838786,73266,876237,63414,909349,400355,715401,831493,859341,899351,773375,876216,780510,629881,887423,403290,653269,756316,895091,526750,820121,798356,60380,838474,806242,812800,818275,802773,857472,863914,865501,865502,574987,774857,908364,908363,792809,792810,799007,792853,792811,714220,821477,694367,574985,873869,754277,574961,751981,858529,892722,765792,838741,821722,416378,802600,765525,887351,838883,506865,506864,871033,843125,58087,43645,855712,884014,799367,866803,835141,71999,901844,847727,41795,873526,691969,832418,773092,887405,870861,48672,841098,899332,841097,808494,900139,808253,815757,756720,873608,896094,793447,795324,562614,761844,753114,732381,838468,909455,800682,898068,715050,737072,711559,907147,892404,39812,888550,792941,73662,818037,877093,855703,896237,70267,882272,820217,757712,66432,873633,752235,30303,821308,34820,791229,895092,864030,43098,846623,843360,30302,817995,894458,458396,841289,34833,728041,805492,797436,857443,840633,826210,909547,845359,859232,885661,851475,878538,800108,68785,68786,34827,34826,34825,895093,903521,818826,892656,844080,792815,792816,824037,899354,841369,674064,56705,56704,369894,369895,764622,479459,889352,522421,523799,805041,745164,73618,49327,887424,806159,800665,70266,908865,744206,577455,884527,829196,855683,833248,552576,73289,544270,561788,71577,813865,887479,252693,908332,559451,559440,858527,70786,512158,451358,809430,869944,871168,458622,749137,414123,475554,706654,817983,869875,901921,861741,611705,653746,901407,568593,836041,582563,889265,708233,829491,857043,815204,825344,841932,859212,52727,822281,755195,69878,623128,866893,840989,462657,828762,774376,749743,843274,889242,828726,831715,800683,745155,578384,833277,785330,534081,596782,817968,547999,904752,863109,804963,595358,847411,579187,829877,651542,884031,30334,30301,30299,851487,808995,908244,651541,900151,30923,24058,71720,877344,268204,696816,847753,30300,701032,840721,855701,895300,774001,661899,792927,869732,52468,395109,396452,39488,39487,823135,859131,792798,799953,751101,887463,747125,810039,776905,766601,614994,57624,888808,864019,889421,752238,658390,758731,766617,837441,860149,860150,810000,72215,72216,847360,866899,871873,794244,890188,793352,793863,803896,869861,879576,47487,873516,770590,838638,788955,886259,902179,810680,744093,252706,742664,793333,755545,751179,836961,857442,730844,859077,838736,745474,855699,876266,884522,743413,809434,897294,793816,847747,827140,785517,822505,860116,903165,892727,840324,822550,61810,898070,62334,802364,897320,817705,811516,755390,68254,67884,462728,652411,806285,66123,66124,64484,64483,737421,44047"
