is_rental,is_commercial,rent,price,num_bedrooms,area,num_rooms,num_bathrooms,pets,is_new_development,common_charges,is_furnished
0,0,,4850000.0,4.0,2753.0,9.0,3.5,1.0,0,1609.0,0
0,0,,1188000.0,1.0,640.0,3.0,1.0,1.0,0,1049.0,0
1,0,3969.0,,1.0,745.0,3.0,1.0,6.0,0,,0
0,1,,500000.0,,300.0,,,,0,,0
1,0,5500.0,,1.0,,3.5,2.0,4.0,0,,1
1,0,20995.0,,4.0,2780.0,10.5,3.0,6.0,0,,0
0,0,,875000.0,1.0,675.0,3.0,1.0,1.0,0,,0
1,0,8000.0,,2.0,1343.0,5.0,2.5,1.0,0,,0
1,1,16000.0,,,680.0,,,5.0,0,,0
1,0,3950.0,,1.0,820.0,3.5,1.0,5.0,0,,0
1,0,2950.0,,1.0,,3.0,1.0,6.0,0,,0
0,0,,6200000.0,,,,,1.0,0,2819.43,0
0,0,,575000.0,0.0,,2.5,1.0,1.0,0,,0
0,0,,1440000.0,1.0,848.0,3.0,1.5,1.0,0,1145.0,0
1,0,5900.0,,3.0,,6.0,2.5,6.0,0,,0
1,0,32000.0,,5.0,3744.0,7.0,4.5,1.0,0,,0
1,0,5700.0,,3.0,1200.0,5.0,2.0,1.0,0,,0
1,0,2700.0,,0.0,500.0,2.0,1.0,4.0,0,,1
1,0,,,1.0,,,1.0,1.0,0,,1
1,0,3800.0,,1.0,,3.0,1.0,1.0,0,,1
1,0,3300.0,,2.0,,5.0,1.0,5.0,0,,0
1,0,5650.0,,3.0,,,2.0,4.0,0,,0
1,0,5300.0,,3.0,1300.0,,3.0,1.0,0,,0
1,0,9000.0,,2.0,1612.0,6.0,2.5,6.0,0,,0
1,0,3795.0,,4.0,,6.0,2.0,,0,,0
0,0,,1400000.0,2.0,,3.0,2.0,6.0,0,,0
0,0,,4750000.0,4.0,2753.0,,3.5,1.0,0,1704.0,0
0,0,,1128750.0,1.0,640.0,3.0,1.0,1.0,0,1049.0,0
0,0,,5000000.0,4.0,2878.0,9.0,3.5,1.0,0,1514.0,0
0,0,,3900000.0,2.0,1971.0,5.0,2.5,1.0,0,1333.0,0
1,0,30000.0,,2.3,3750.0,7.0,3.5,1.0,0,,0
0,0,,3350000.0,3.0,,6.0,4.0,6.0,0,,0
0,0,,595000.0,0.5,460.0,3.0,1.0,1.0,0,425.0,0
0,0,,2250000.0,3.0,1609.0,,2.5,1.0,0,1893.0,0
1,0,2100.0,,1.0,550.0,3.0,1.0,4.0,0,,0
0,0,,725000.0,0.0,551.0,2.0,1.0,1.0,0,754.0,0
0,0,,5650000.0,3.0,2706.0,7.0,3.5,1.0,0,3477.0,0
0,0,,749000.0,1.0,,4.0,1.0,1.0,0,,0
0,0,,,2.0,883.0,,1.5,1.0,0,,0
0,0,,1715000.0,2.0,1329.0,5.0,2.0,1.0,0,1917.0,0
1,0,4100.0,,1.0,729.0,3.5,1.5,6.0,0,,0
0,0,,4595000.0,2.0,4000.0,10.0,4.0,1.0,0,,0
0,1,,99000.0,,,,,,0,,1
1,0,8000.0,,1.0,1300.0,4.0,2.0,1.0,0,,1
1,0,6800.0,,2.0,,6.0,2.0,1.0,0,,0
1,0,2750.0,,1.0,700.0,3.0,1.0,5.0,0,,0
1,0,6500.0,,2.0,,5.0,2.0,1.0,0,,0
1,1,14500.0,,,600.0,,,,0,,0
0,0,,4950000.0,4.0,2753.0,9.0,3.5,1.0,0,1609.0,0
0,0,,599999.0,1.0,,3.0,1.0,2.0,0,,0
1,0,3098.0,,1.0,700.0,3.0,1.0,4.0,0,,0
0,0,,1102500.0,1.0,640.0,3.0,1.0,1.0,0,1049.0,0
0,1,,,,23000.0,,,5.0,0,,0
1,1,6000.0,,,400.0,,,1.0,0,,0
