0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
61810,836961,810000,838736,847753,897320,822281,876266,751101,67884,766617,860116,758731,855699,70786,462728,785517,55816,44047,70267,826210,803896,840324,810680,751981,901653,793333,745474,793863,755545,751179,857442,823135,788955,884522,886259,809434,770590,744093,730844,829877,859077,903165,902179,252706,871873,879576,774376,822550,897294,847360,890188,47487,860150,860149,817968,766601,802364,838638,866899,873516,808995,774001,833277,825344,776905,864019,859131,793816,579187,837441,896237,889242,743413,841932,817983,785330,859212,829491,851475,871168,809430,755390,804963,794804,817705,68254,847411,479459,793352,847747,836041,752238,574986,844080,833248,858527,832418,892727,62334
70786,462728,785517,55816,826210,70267,847753,61810,838736,836961,810000,822281,766617,897320,876266,751981,751101,860116,67884,758731,901653,855699,794804,840324,803896,810680,44047,847411,817705,479459,757712,836041,844080,833248,858527,832418,829491,835141,817995,810039,574986,846623,706654,901921,885661,797436,806159,785330,829196,68254,414123,475554,753114,838468,715050,843360,820217,793447,818037,877093,871168,809430,765792,895092,857443,375581,523799,574961,900139,574985,805492,882272,574987,522421,840989,838638,837441,864019,859131,252706,788955,873516,902179,847360,829877,766601,793333,745474,866899,802364,793863,751179,755545,774001,857442,823135,817968,884522,886259,809434
847360,866899,802364,793816,579187,252706,859131,903165,859077,774001,873516,751179,755545,889242,793863,745474,823135,793333,857442,744093,770590,809434,886259,884522,825344,838638,829877,730844,837441,864019,774376,743413,890188,897294,47487,788955,871873,851475,879576,808995,776905,766601,902179,896237,817968,860149,860150,859212,833277,829491,822550,810680,817983,785330,840324,803896,841932,809430,871168,755390,68254,817705,804963,822505,847411,742664,847747,62334,574986,752238,793352,479459,757712,892727,858527,835141,832418,833248,844080,836041,898070,817995,574961,574985,857443,900139,574987,793447,869861,820217,846623,706654,877093,885661,375581,797436,843360,829196,818037,806159
837441,864019,838638,859131,873516,847360,579187,793816,866899,802364,252706,889242,788955,859212,774001,829877,902179,817968,841932,903165,859077,766601,751179,755545,793863,745474,823135,793333,857442,744093,770590,809434,886259,884522,825344,829491,860149,860150,730844,822550,833277,774376,896237,817983,851475,840324,47487,890188,897294,785330,871873,879576,808995,810680,776905,809430,743413,871168,803896,817705,755390,847747,847411,804963,574986,479459,757712,706654,846623,68254,858527,835141,832418,833248,844080,836041,820217,885661,817995,797436,829196,806159,901921,810039,822505,793447,742664,414123,475554,62334,843360,818037,877093,715050,793352,838468,753114,375581,574961,574985
822281,838736,810000,836961,61810,847753,897320,758731,860116,67884,751101,876266,766617,855699,785517,55816,70786,826210,44047,462728,70267,810680,840324,803896,751981,901653,851475,774001,889242,896237,825344,859212,829877,774376,847360,866899,802364,793816,579187,252706,817983,859131,903165,859077,873516,751179,755545,793863,808995,745474,823135,793333,776905,857442,744093,770590,809434,886259,884522,817968,838638,730844,837441,864019,833277,743413,897294,890188,47487,794804,788955,871873,809430,871168,879576,785330,766601,902179,860150,860149,841932,829491,822550,755390,574986,574961,574985,804963,757712,857443,900139,574987,68254,858527,835141,832418,793447,833248,844080,836041
71999,841097,802773,838474,714220,765525,43645,898068,892722,901844,843125,858529,818275,838883,878538,838467,820121,838786,761844,838741,773302,779615,808936,779137,831493,715047,765017,694367,575000,574988,842976,883283,808253,843360,818037,877093,715050,838468,753114,790211,375581,817995,805492,858527,835141,832418,882272,793447,833248,765792,844080,895092,836041,757712,885661,797436,829196,806159,901921,810039,857443,900139,414123,475554,795210,574961,479459,574985,846623,706654,574987,763546,574986,523799,522421,757605,847411,865501,865502,863914,846822,799007,817705,820217,756316,841981,68254,894844,858528,799367,840989,862966,809430,871168,771934,829962,785330,845359,829491,759853
884031,903521,30334,792815,824037,651541,792816,30299,895093,68786,68785,831715,30301,30300,904752,899354,851487,696816,701032,268204,799953,892656,792798,818826,578384,840721,887463,800108,889265,512158,458396,596782,808494,69878,737072,582563,873608,901407,869875,907147,887351,815757,43098,908363,908364,728041,841289,845689,30923,792853,24058,773092,792811,896094,895091,795324,792809,792810,841369,30302,909547,870861,847727,651542,71720,800665,52468,39488,39487,794244,908865,884014,828726,828762,58087,711559,611705,462657,892404,39812,908332,754277,34833,369894,369895,900151,764622,658390,889352,30303,73662,899351,899332,56704,56705,866803,887479,887405,909455,756720
70267,55816,70786,462728,826210,751981,785517,810000,822281,901653,61810,847753,836961,838736,876266,766617,758731,794804,751101,67884,897320,860116,855699,840324,803896,860921,810680,44047,882272,765792,895092,475554,414123,805492,810039,901921,885661,797436,715050,838468,753114,806159,843360,818037,829196,817995,522421,877093,836041,523799,844080,858527,833248,832418,835141,375581,479459,793447,757712,706654,846623,574986,857443,900139,871168,799007,809430,785330,574961,574985,574987,847411,817705,829491,843125,901844,892722,765525,838474,714220,802773,878538,71999,841097,838883,817983,838741,898068,43645,761844,818275,858529,841932,817968,838786,833277,840989,896237,808936,838467
818275,858529,43645,841097,838883,71999,838467,802773,714220,838474,838786,765525,892722,820121,901844,843125,898068,779615,831493,878538,779137,838741,715047,761844,773302,808936,765017,575000,574988,694367,842976,883283,763546,808253,790211,818037,877093,795210,843360,375581,793447,882272,715050,838468,753114,805492,765792,895092,900139,857443,835141,858527,817995,574961,574985,574987,865502,865501,832418,833248,757712,844080,885661,797436,829196,836041,863914,901921,806159,810039,757605,475554,414123,846623,706654,846822,574986,479459,523799,522421,894844,756316,799007,841981,858528,847411,862966,817705,820217,799367,771934,829962,68254,840989,809430,871168,845359,785330,759853,800673
837457,859341,743932,697916,846856,876237,787378,833986,875835,73266,773375,802600,756720,876216,38204,841098,821308,824030,909349,884014,840633,58087,870861,792851,847727,857472,806242,887405,864030,34826,34820,34827,34825,791229,805041,30303,562614,873869,34833,906529,754277,841369,821722,629881,855683,896094,30302,749137,795324,899332,66432,41795,909547,773092,899351,895091,73662,755195,866803,873633,845689,792810,396452,395109,792811,792809,462657,792853,611705,843274,614994,908332,894458,908865,534081,861741,841289,623128,888550,728041,708233,908364,908363,863109,70266,877344,887351,595358,43098,892404,884527,857043,577455,908244,828726,888808,73618,49327,828762,889421
30302,909547,34833,754277,58087,30303,611705,462657,458396,828726,828762,756720,30923,806242,908363,908364,728041,43098,841289,34827,34825,34826,34820,24058,792853,791229,864030,892404,887351,845689,773092,792811,39812,908865,805041,895091,795324,907147,896094,582563,651542,71720,800665,38204,52468,66432,737072,901407,869875,792809,873633,39487,39488,792810,794244,395109,396452,596782,841369,808494,847727,870861,614994,889265,73662,899351,899332,623128,708233,815757,884014,512158,866803,70266,800108,887463,840721,595358,851487,892656,696816,701032,268204,908332,30300,863109,30301,831715,30299,792816,651541,884527,824037,562614,792815,578384,30334,888808,884031,73618
908244,877344,744206,843274,534081,577455,755195,888808,73618,49327,889421,884527,887424,863109,869732,595358,708233,623128,70266,888550,855683,396452,395109,651542,71720,800665,52468,547999,39487,39488,794244,792941,908865,840633,614994,805041,873869,855701,66432,873633,34826,34820,34827,34825,828726,791229,828762,864030,38204,711559,611705,462657,892404,841098,39812,754277,34833,30303,30923,24058,756720,30302,909547,559440,813865,559451,857043,562614,544270,73289,861741,894458,909349,58087,749137,806242,252693,458396,821722,71577,72215,72216,815204,52727,855703,561788,57624,416378,884031,903521,30334,792815,824037,651541,792816,30299,895093,831715,68786,68785
831715,30301,30299,30300,792816,651541,824037,792815,30334,884031,903521,696816,895093,851487,68786,68785,904752,899354,701032,268204,792798,799953,892656,818826,887463,800108,840721,578384,889265,512158,458396,596782,582563,808494,69878,737072,873608,869875,901407,887351,907147,815757,43098,908364,908363,845689,728041,841289,792853,30923,24058,773092,792811,896094,895091,795324,792809,792810,841369,870861,30302,909547,847727,884014,651542,71720,800665,52468,39487,39488,794244,908865,58087,828726,828762,711559,462657,611705,892404,754277,908332,39812,34833,900151,658390,369895,369894,889352,764622,30303,73662,899351,899332,56705,56704,866803,887479,887405,756720,909455
841369,896094,792810,792809,795324,895091,847727,792811,773092,845689,884014,870861,792853,841289,887351,728041,908364,908363,43098,907147,792851,887405,824030,582563,901407,869875,899332,899351,73662,737072,857472,889265,512158,458396,887463,800108,840721,908332,58087,866803,892656,701032,268204,30302,851487,909547,696816,876216,578384,30300,596782,30301,831715,30299,792816,651541,824037,792815,30334,884031,903521,808494,895093,68786,68785,904752,899354,792798,799953,818826,815757,773375,756720,30303,30923,34833,24058,754277,611705,828726,828762,41795,908865,906529,806242,462657,69878,749743,651542,57979,71720,800665,629881,52468,873608,39487,39488,887479,794244,38204
822550,902179,788955,860149,860150,833277,817968,871873,766601,879576,841932,829877,890188,47487,897294,793333,745474,808995,793863,755545,751179,857442,730844,823135,884522,886259,809434,770590,744093,776905,774376,903165,859077,817983,864019,838638,896237,825344,252706,873516,837441,847360,774001,866899,802364,785330,859131,793816,579187,743413,829491,889242,871168,803896,859212,809430,755390,840324,851475,810680,804963,479459,836041,817995,847411,475554,414123,844080,833248,858527,832418,810039,817705,901921,793352,797436,885661,806159,835141,847747,574986,829196,757712,892727,805492,752238,753114,838468,715050,68254,843360,522421,818037,877093,523799,765792,895092,882272,706654,846623
651541,792816,824037,30334,792815,30299,831715,30301,884031,30300,903521,895093,68786,68785,851487,696816,904752,899354,701032,268204,792798,799953,892656,818826,578384,887463,800108,840721,889265,512158,458396,596782,808494,69878,582563,737072,873608,901407,869875,907147,887351,815757,43098,908364,908363,728041,841289,845689,792853,30923,24058,773092,792811,896094,895091,795324,792809,792810,841369,870861,30302,909547,847727,651542,71720,800665,52468,39488,39487,794244,884014,908865,828726,828762,58087,711559,462657,611705,892404,39812,754277,908332,34833,369895,369894,900151,658390,889352,764622,30303,73662,899351,899332,56704,56705,866803,887479,887405,756720,909455
39487,39488,52468,794244,800665,71720,651542,908865,869732,887424,889421,49327,73618,888808,884527,30923,828726,828762,863109,595358,708233,623128,24058,70266,711559,611705,462657,892404,39812,395109,396452,754277,547999,744206,908244,877344,34833,792941,843274,534081,577455,614994,30303,755195,805041,873633,66432,855701,909547,458396,30302,34820,34826,34827,34825,791229,864030,38204,888550,756720,855683,58087,873869,840633,904752,899354,68786,68785,895093,903521,884031,30334,792815,824037,651541,792816,30299,831715,30301,30300,851487,578384,818826,892656,696816,799953,792798,840721,800108,887463,701032,268204,889265,512158,596782,808494,737072,69878,841098,873608
706654,846623,757712,574986,797436,885661,901921,810039,829196,806159,793447,765792,895092,858527,523799,835141,479459,818037,843360,882272,817995,832418,833248,836041,844080,715050,838468,753114,877093,414123,475554,817705,375581,847411,522421,840989,574961,574985,820217,805492,574987,809430,871168,857443,900139,785330,829491,799007,799367,68254,859212,892722,878538,901844,843125,898068,841932,71999,841097,802773,838474,714220,817983,765525,837441,817968,761844,864019,838883,838638,896237,773302,43645,818275,829877,859131,858529,889242,845359,851475,774001,833277,779615,788955,873516,902179,825344,820121,838786,847360,766601,774376,793816,579187,860149,860150,838741,252706,866899,802364
802600,821308,416378,821722,749137,833986,806242,855703,756720,52727,73266,894458,71577,749743,909349,815204,57979,58087,861741,38204,30303,562614,841098,34833,864030,252693,72216,72215,791229,754277,846856,34826,34820,34827,34825,824030,857043,30302,857472,792851,544270,909547,805041,73289,629881,876216,909455,840633,887405,66432,873869,876237,559451,887479,773375,873633,611705,813865,884014,859341,559440,847727,899332,899351,73662,56705,56704,841369,866803,855683,870861,896094,795324,895091,792810,792809,462657,908332,792811,561788,773092,41795,828726,906529,828762,845689,792853,889352,841289,728041,658390,395109,396452,908364,908363,900151,43098,887351,369895,369894
806285,804355,800683,812800,492122,609860,811516,403068,652411,587837,587838,55816,70267,462728,70786,826210,785517,810000,61810,822281,836961,751981,847753,838736,876266,897320,67884,766617,751101,758731,860116,901653,794804,855699,840324,803896,44047,810680,817995,858527,835141,805492,832418,833248,844080,836041,479459,843360,818037,414123,475554,885661,877093,797436,829196,715050,838468,753114,806159,882272,901921,810039,375581,765792,895092,757712,574986,809430,871168,857443,900139,793447,785330,522421,523799,846623,706654,574961,847411,574985,574987,829491,817705,860921,68254,817983,799007,833277,817968,896237,829877,841932,860150,860149,808995,776905,774376,788955,825344,822550
831493,820121,838786,765017,838467,779137,838883,715047,818275,43645,779615,858529,842976,808936,838741,892722,901844,843125,841097,71999,761844,838474,714220,802773,765525,694367,883283,773302,763546,846822,790211,575000,878538,808253,574988,898068,757605,865501,865502,795210,841981,863914,756316,858528,894844,895092,882272,793447,765792,375581,843360,818037,877093,715050,838468,753114,862966,799007,805492,574985,574961,829196,846623,706654,574987,806159,885661,900139,797436,857443,810039,757712,901921,835141,771934,829962,832418,833248,817995,844080,858527,523799,759853,836041,475554,414123,574986,522421,799367,479459,840989,825164,800673,834234,800535,819499,771924,820217,847411,817705
871033,60380,568593,63414,895300,403290,887423,48672,873526,458622,653269,552576,869944,661899,506865,506864,745155,745164,821477,451358,855712,64484,64483,747125,866893,653746,780510,678874,400355,798356,870861,884014,847727,58087,756720,773092,896094,845689,876216,30302,795324,792853,841369,512158,895091,841289,728041,908363,908364,773375,909547,792811,43098,887351,887405,34833,30303,582563,824030,792810,754277,38204,268204,701032,792809,458396,792851,737072,30923,696816,596782,24058,462657,30300,889265,30301,907147,831715,30299,792816,808494,792798,651541,824037,799953,899332,792815,30334,851487,908865,899351,866803,884031,892404,73662,903521,806242,815757,857472,901407
800665,52468,71720,651542,39487,39488,794244,908865,887424,889421,49327,73618,888808,869732,884527,30923,863109,595358,828726,828762,708233,623128,24058,70266,711559,611705,462657,892404,39812,395109,396452,754277,34833,744206,547999,908244,877344,843274,792941,534081,30303,577455,614994,755195,805041,909547,30302,66432,855701,873633,458396,34826,34825,34827,34820,791229,864030,38204,888550,756720,58087,855683,873869,840633,895093,903521,68785,68786,884031,30334,792815,904752,899354,824037,651541,792816,30299,831715,30301,30300,851487,696816,892656,799953,818826,792798,578384,701032,268204,840721,887463,800108,889265,512158,841098,596782,808494,737072,69878,582563
737421,715401,674064,691969,691573,526750,859232,732381,817995,858527,835141,805492,832418,833248,844080,836041,479459,843360,818037,414123,475554,885661,877093,797436,829196,715050,838468,753114,806159,882272,901921,810039,375581,765792,895092,757712,574986,809430,871168,857443,900139,793447,785330,522421,523799,706654,846623,574961,847411,574985,574987,829491,817705,840324,803896,68254,810680,817983,799007,833277,817968,896237,829877,841932,860150,860149,808995,776905,774376,788955,825344,822550,902179,859212,47487,890188,897294,871873,820217,879576,851475,903165,859077,766601,774001,755545,751179,793863,745474,823135,793333,864019,857442,838638,744093,770590,809434,886259,884522,898068
765017,779137,715047,831493,838786,883283,779615,842976,808936,838741,838883,694367,838467,820121,761844,757605,773302,846822,818275,43645,892722,901844,843125,858529,808253,841097,71999,763546,802773,714220,838474,765525,878538,790211,575000,898068,841981,756316,574988,865501,865502,858528,863914,862966,799007,795210,771934,829962,894844,882272,895092,765792,843360,818037,375581,715050,838468,753114,877093,522421,523799,825164,793447,829196,800673,806159,805492,800535,834234,885661,819499,771924,797436,810039,901921,706654,846623,414123,475554,759853,817995,835141,832418,833248,844080,858527,757712,836041,900139,857443,574985,574961,574987,574986,676759,479459,799367,840989,847411,800661
756720,38204,30303,34833,58087,754277,864030,34820,34827,34826,34825,791229,30302,805041,909547,611705,806242,462657,66432,840633,873633,828726,841098,908865,828762,395109,396452,873869,651542,892404,71720,623128,708233,800665,855683,52468,70266,863109,595358,562614,30923,39487,39488,614994,884527,39812,888808,24058,73618,794244,49327,889421,887424,869732,458396,755195,870861,847727,909349,884014,896094,773092,843274,534081,845689,795324,841369,888550,895091,792853,792811,877344,577455,841289,728041,908244,908363,908364,887351,792810,43098,792809,744206,887405,582563,907147,824030,512158,792851,737072,821308,876216,899332,901407,869875,899351,73662,596782,268204,701032
847411,817705,479459,757712,832418,833248,844080,835141,574986,858527,836041,817995,829491,706654,846623,829196,806159,885661,810039,797436,901921,68254,785330,414123,475554,793447,820217,843360,375581,877093,818037,715050,838468,753114,809430,871168,574961,574985,895092,857443,900139,574987,765792,882272,805492,523799,522421,840989,838638,864019,837441,873516,859131,866899,802364,579187,793816,847360,788955,252706,766601,902179,829877,744093,770590,809434,886259,884522,774001,817968,751179,755545,793863,745474,859077,903165,793333,889242,823135,857442,799367,860150,860149,825344,730844,841932,859212,833277,822550,898068,774376,896237,47487,890188,897294,817983,851475,879576,871873,776905
805492,843360,715050,838468,753114,877093,818037,817995,858527,836041,844080,833248,832418,375581,882272,835141,765792,857443,895092,900139,475554,414123,885661,797436,810039,901921,806159,829196,793447,757712,479459,574986,574961,574985,871168,809430,574987,522421,846623,706654,523799,785330,847411,817705,829491,799007,68254,838474,714220,802773,765525,71999,841097,817983,898068,43645,896237,858529,843125,901844,818275,892722,833277,838883,878538,817968,838467,829877,808995,776905,774376,820217,841932,825344,838786,859212,851475,820121,838741,860150,860149,788955,822550,761844,774001,902179,845359,47487,890188,897294,871873,808936,879576,840989,779615,755545,751179,793863,745474,793333
865502,865501,863914,795210,756316,841981,858528,894844,846822,808253,771934,829962,838786,831493,765017,838467,779137,715047,830762,820121,838883,818275,759853,858529,43645,779615,838741,808936,825164,800673,627941,800535,834234,819499,771924,892722,883283,842976,901844,843125,841097,605344,712629,71999,763546,694367,773302,761844,802773,714220,838474,765525,575000,878538,898068,574988,757605,790211,880203,800661,862966,882272,765792,818037,895092,843360,877093,375581,793447,715050,838468,753114,799007,805492,900139,885661,797436,857443,829196,574985,574961,901921,806159,574987,817995,810039,835141,858527,475554,414123,846623,706654,523799,832418,522421,833248,757712,844080,836041,860125
871168,809430,785330,829491,858527,817983,833248,817995,832418,844080,836041,835141,574986,896237,843360,757712,877093,479459,818037,715050,838468,753114,817968,829877,885661,797436,805492,833277,810039,901921,806159,375581,829196,859212,793447,414123,475554,765792,857443,895092,774376,900139,882272,841932,825344,774001,851475,808995,776905,788955,846623,706654,574961,574985,902179,860150,860149,889242,838638,847411,864019,574987,822550,755545,751179,793863,745474,903165,859077,793333,823135,857442,744093,770590,809434,886259,884522,873516,817705,837441,766601,859131,897294,890188,847360,47487,730844,871873,252706,802364,866899,879576,523799,793816,579187,522421,68254,743413,840324,803896
800661,800673,825164,834234,800535,771924,819499,771934,829962,846822,808253,757605,756316,841981,759853,858528,627941,842976,605344,712629,883283,694367,880203,865501,865502,863914,765017,779137,715047,779615,838741,808936,835261,761844,773302,795210,790211,838786,831493,894844,676759,838883,892722,901844,843125,863058,878538,838467,820121,830762,818275,43645,862966,841097,71999,858529,714220,802773,838474,765525,860125,763546,799007,898068,575000,574988,860921,523799,522421,882272,765792,895092,829196,885661,797436,806159,901921,810039,774857,414123,475554,846623,706654,840989,818037,843360,715050,838468,753114,877093,375581,799367,793447,805492,817995,835141,858527,832418,833248,844080
835261,863058,774857,800661,825164,834217,880203,834234,800535,771924,819499,800673,627941,605344,712629,771934,829962,759853,846822,860125,756316,841981,858528,757605,808253,865501,865502,863914,830762,842976,883283,694367,894844,765017,676664,860921,676759,795210,715047,779137,838741,779615,808936,831493,761844,773302,790211,838786,838883,818148,763546,892722,901844,843125,862966,838467,820121,43645,818275,878538,858529,799007,71999,841097,714220,802773,838474,765525,575000,574988,898068,522421,523799,882272,765792,895092,794804,840989,885661,797436,829196,806159,901921,810039,475554,414123,706654,846623,799367,843360,818037,715050,838468,753114,877093,805492,375581,751981,793447,817995
60380,568593,871033,887423,403290,895300,63414,661899,869944,653269,552576,873526,458622,48672,506864,506865,745155,745164,821477,855712,451358,64484,64483,747125,653746,866893,780510,678874,400355,798356,870861,884014,847727,58087,756720,896094,841369,773092,845689,795324,30302,895091,792853,792811,909547,841289,792810,728041,908364,908363,792809,887351,43098,30303,34833,887405,876216,824030,512158,458396,754277,792851,582563,907147,773375,38204,737072,268204,701032,899332,30923,857472,889265,899351,73662,696816,24058,869875,901407,596782,866803,30300,908865,800108,887463,30301,611705,831715,851487,30299,840721,806242,792816,651541,824037,462657,892656,792815,30334,908332
842976,694367,757605,779137,765017,779615,715047,883283,838741,761844,808253,808936,838786,831493,773302,838883,846822,790211,892722,901844,843125,820121,838467,43645,818275,878538,858529,71999,841097,838474,714220,802773,765525,799007,898068,771934,829962,756316,841981,800535,834234,819499,771924,800673,575000,862966,858528,865502,865501,763546,759853,523799,574988,765792,825164,895092,863914,882272,522421,795210,846623,706654,885661,797436,829196,806159,901921,810039,676759,843360,818037,475554,414123,715050,838468,753114,793447,877093,375581,840989,805492,817995,757712,858527,835141,832418,894844,833248,844080,836041,799367,574986,479459,800661,574961,574985,857443,900139,574987,820217
859341,846856,876237,73266,841098,756720,38204,833986,909349,840633,864030,34825,34826,34827,34820,802600,791229,873869,806242,805041,773375,875835,562614,30303,58087,34833,855683,821308,754277,66432,873633,755195,876216,30302,821722,824030,395109,396452,909547,884014,611705,749137,870861,888550,843274,534081,792851,847727,462657,614994,70266,887405,743932,623128,708233,577455,877344,857472,863109,908865,595358,908244,828726,884527,828762,888808,629881,73618,744206,697916,49327,889421,887424,892404,841369,837457,869732,896094,651542,39812,71720,800665,795324,861741,52468,773092,899332,895091,894458,899351,39487,39488,73662,792810,845689,857043,906529,794244,866803,792809
742664,62334,822505,752238,898070,892727,793352,869861,847747,755390,743413,252706,866899,802364,579187,793816,847360,884522,886259,809434,770590,744093,730844,793333,745474,793863,755545,751179,774001,857442,823135,859077,903165,889242,873516,825344,774376,879576,859131,871873,829877,47487,890188,897294,776905,808995,838638,851475,766601,896237,788955,864019,837441,810680,803896,902179,827140,817968,860149,860150,833277,859212,822550,817983,840324,841932,804963,829491,785330,871168,809430,68254,817705,860116,67884,876266,758731,847411,574986,479459,844080,757712,836041,833248,832418,857443,574961,900139,574985,858527,835141,574987,817995,820217,793447,877093,753114,838468,715050,843360
873526,458622,653269,552576,48672,506864,506865,745155,745164,821477,855712,451358,64484,64483,747125,869944,60380,568593,653746,871033,403290,887423,63414,866893,895300,780510,661899,400355,678874,798356,38204,756720,841098,840633,864030,34825,34827,34820,34826,791229,805041,30303,34833,754277,873869,58087,66432,855683,873633,755195,30302,623128,396452,395109,908865,708233,806242,70266,863109,611705,595358,884527,462657,843274,909547,534081,909349,888808,828726,73618,49327,889421,887424,614994,828762,562614,877344,869732,577455,908244,651542,71720,800665,888550,52468,744206,892404,39487,39488,859341,794244,846856,39812,30923,24058,821308,73266,870861,884014,458396
847727,884014,870861,896094,841369,795324,895091,773092,845689,792811,792810,792853,792809,841289,728041,908363,908364,43098,887351,824030,887405,792851,876216,857472,907147,899332,58087,512158,899351,582563,73662,866803,737072,901407,869875,889265,30302,908332,458396,268204,701032,773375,909547,596782,887463,800108,696816,840721,851487,892656,30300,30301,831715,30299,808494,792816,651541,824037,792815,30334,884031,903521,578384,895093,68785,68786,904752,899354,756720,792798,799953,815757,818826,30303,34833,754277,30923,24058,906529,806242,41795,875835,611705,462657,828726,908865,828762,38204,629881,749743,69878,887479,57979,651542,71720,800665,52468,864030,791229,34825
876216,824030,792851,887405,857472,866803,884014,847727,773375,899332,899351,870861,73662,795324,896094,895091,773092,906529,841369,845689,792853,792811,841289,908332,728041,792810,908363,908364,792809,43098,887351,41795,58087,582563,907147,629881,30302,737072,909547,901407,869875,596782,806242,756720,875835,808494,512158,815757,458396,30303,34833,754277,889265,268204,701032,696816,73266,30300,887463,800108,30301,831715,851487,840721,30299,792816,651541,824037,892656,792815,30334,884031,903521,462657,895093,68786,68785,578384,792798,799953,611705,904752,899354,38204,818826,864030,34825,34826,34820,34827,57979,749743,791229,30923,562614,892404,24058,802600,828726,39812
737072,582563,596782,869875,901407,808494,907147,887351,43098,908363,908364,728041,841289,815757,792853,845689,773092,792811,458396,896094,895091,895093,68786,68785,903521,884031,904752,899354,30334,792815,824037,651541,792816,30299,831715,30301,30300,851487,795324,696816,792809,892656,818826,799953,792798,578384,792810,701032,268204,840721,800108,887463,889265,908332,512158,841369,73662,899351,899332,909547,30302,870861,866803,847727,887405,884014,30923,24058,58087,792851,611705,824030,462657,754277,892404,34833,39812,828726,828762,30303,857472,876216,69878,873608,800665,52468,71720,651542,39488,39487,794244,908865,909455,806242,756720,906529,749743,57979,41795,764622
841981,756316,858528,865501,865502,863914,846822,795210,894844,771934,829962,825164,808253,800673,834234,800535,819499,771924,759853,765017,627941,712629,605344,831493,779137,715047,838786,842976,883283,830762,779615,838741,808936,838467,820121,838883,694367,757605,43645,818275,761844,763546,858529,773302,892722,901844,843125,841097,71999,714220,802773,838474,765525,790211,800661,880203,878538,575000,574988,898068,862966,860125,799007,882272,895092,765792,843360,818037,715050,838468,753114,375581,877093,793447,805492,523799,522421,829196,806159,885661,797436,810039,901921,475554,414123,706654,846623,817995,676759,835141,832418,833248,844080,858527,900139,857443,836041,757712,574961,574985
860125,858528,894844,825164,756316,841981,763546,846822,829962,771934,865502,865501,863914,800673,800661,830762,880203,627941,712629,605344,834234,800535,765017,883283,771924,819499,715047,862966,779137,574988,808253,831493,575000,842976,779615,808936,795210,757605,759853,694367,838786,676664,773302,838741,820121,838883,838467,761844,818275,818148,858529,790211,835261,43645,892722,901844,843125,841097,71999,863058,676759,838474,714220,802773,765525,878538,898068,860921,799007,882272,375581,895092,765792,793447,818037,522421,877093,843360,574987,523799,829196,805492,846623,706654,574985,715050,838468,753114,574961,885661,797436,806159,799367,835141,574986,900139,901921,817995,857443,810039
859077,903165,823135,755545,751179,793863,857442,745474,793333,744093,770590,809434,890188,847360,897294,47487,886259,884522,825344,774376,871873,252706,866899,802364,829877,730844,879576,774001,788955,808995,859131,776905,793816,579187,743413,860149,860150,873516,889242,838638,833277,817968,864019,902179,896237,822550,837441,766601,851475,817983,859212,829491,785330,803896,841932,810680,840324,809430,871168,755390,804963,68254,793352,752238,817705,847411,892727,479459,822505,62334,742664,574986,847747,858527,835141,832418,833248,836041,844080,757712,817995,869861,857443,900139,898070,574961,574985,877093,574987,797436,885661,818037,843360,901921,793447,375581,805492,810039,829196,715050
847747,822505,62334,742664,793352,752238,892727,898070,755390,837441,859131,864019,838638,873516,869861,847360,793816,579187,252706,866899,802364,889242,788955,859212,774001,829877,817968,903165,859077,902179,841932,823135,751179,755545,793863,857442,745474,793333,744093,770590,809434,886259,884522,825344,766601,860149,860150,730844,774376,822550,833277,896237,817983,851475,840324,47487,890188,897294,871873,879576,808995,810680,776905,743413,803896,827140,804963,829491,785330,809430,871168,817705,574986,847411,68254,479459,860116,757712,706654,846623,876266,858527,67884,835141,832418,833248,836041,844080,820217,797436,885661,817995,901921,810039,829196,806159,758731,793447,840989,475554
833277,817968,860150,860149,788955,829877,822550,817983,808995,902179,776905,774376,896237,871873,841932,47487,890188,897294,879576,825344,751179,755545,793863,745474,793333,823135,857442,903165,859077,744093,770590,809434,886259,766601,884522,730844,838638,864019,774001,873516,785330,252706,847360,866899,802364,837441,859212,871168,809430,859131,851475,889242,579187,793816,743413,829491,803896,840324,755390,810680,804963,479459,817995,858527,836041,844080,833248,832418,835141,574986,414123,475554,885661,810039,797436,805492,901921,806159,829196,715050,843360,838468,753114,757712,877093,818037,793352,847411,375581,817705,882272,765792,895092,857443,900139,847747,892727,522421,793447,68254
651542,71720,800665,52468,39487,39488,794244,908865,888808,73618,49327,889421,884527,887424,30923,863109,869732,595358,828726,708233,828762,623128,24058,70266,711559,611705,462657,892404,39812,396452,395109,754277,34833,908244,877344,744206,547999,843274,534081,792941,30303,577455,755195,614994,805041,30302,909547,855701,66432,873633,34820,34826,34827,34825,458396,791229,864030,38204,756720,888550,58087,855683,840633,873869,884031,903521,30334,792815,824037,651541,792816,30299,895093,831715,68786,68785,30301,30300,904752,899354,851487,696816,701032,268204,799953,792798,892656,818826,578384,840721,887463,800108,889265,512158,841098,596782,808494,69878,737072,582563
